"restaurant_id","rating_raw","revenue_index","revenue_pre","seats"
"R0001",3.81530819297768,113.416452661273,111.601830820494,41
"R0002",3.97289045411162,159.57753565624,110.226007099513,39
"R0003",3.78207312792074,110.423570698964,95.8027820973609,28
"R0004",3.83378092211206,123.351911307119,104.571208742077,30
"R0005",3.82667465880513,102.104816637912,107.93142940877,42
"R0006",3.6540675018914,84.7869111118909,99.1696869165625,30
"R0007",3.84729943214916,132.891626926359,106.117337904068,35
"R0008",3.64606153732166,103.253464559873,98.8894580982475,23
"R0009",3.58510376268532,97.4170201202549,96.3326498378869,44
"R0010",3.88847970438655,126.788724993948,94.7275478628447,41
"R0011",3.94089688151143,158.948868670689,123.69335619634,35
"R0012",3.96871264372021,150.178754473553,113.530563041677,41
"R0013",3.55014489754103,84.9687472343397,99.1887544387868,28
"R0014",3.84960977733135,128.708463887183,95.6766792729734,42
"R0015",3.8222423432162,119.815407772652,112.491497012327,33
"R0016",3.70274100266397,94.0178403958005,102.175969989844,50
"R0017",3.536692610709,96.7793973868913,88.2529266712407,36
"R0018",3.75453495664988,101.193753154563,111.12432094702,28
"R0019",3.53722938231658,109.722491435853,106.959320178947,45
"R0020",3.91629851819016,133.010329395129,104.64827871742,51
"R0021",3.97381576651242,158.307207286841,98.243388152698,43
"R0022",3.83751463354565,121.170325280899,106.67401862944,27
"R0023",3.74505701730959,88.7027611121931,116.610491401555,40
"R0024",3.68210154783446,118.362459457782,101.663212697733,42
"R0025",3.97955039865337,148.221034454001,116.439689533327,52
"R0026",3.57874005218036,86.731062696042,83.0677175940193,53
"R0027",3.79288871388417,114.196506098743,105.908760469114,38
"R0028",3.84397863945924,116.01510113096,107.601029022843,52
"R0029",3.60933103051502,90.7444147908754,100.326769855224,27
"R0030",3.58971576020122,96.4739238669729,100.435013037421,42
"R0031",3.66452487139031,95.0281478139283,85.4857350474672,36
"R0032",3.9949612331111,161.39779979051,124.11581279363,40
"R0033",3.93422156223096,158.804003307956,110.762928098149,54
"R0034",3.98181038710754,164.571201692077,120.249576228096,39
"R0035",3.72238295851275,106.395693964411,109.693906476693,35
"R0036",3.70150954648852,84.6369670208706,91.9727092643583,53
"R0037",3.87681434385013,126.78945435292,84.3814006934573,44
"R0038",3.95005388185382,149.345863050375,124.547721730084,44
"R0039",3.78345132851973,119.278577177756,97.7744397362084,41
"R0040",3.72472208633553,87.0407868063376,102.036630613238,44
"R0041",3.68764526234008,100.520853418012,103.935288766765,40
"R0042",3.66623255435843,82.6126667391678,100.643959979408,28
"R0043",3.50826378085185,87.3262035416906,89.3595989636918,37
"R0044",3.66236435365863,102.467090121949,89.8439204472404,36
"R0045",3.60407170502003,98.7055460357809,82.7619388299164,37
"R0046",3.907484142459,129.954423612277,119.808122671514,56
"R0047",3.96940235805232,163.281535569308,103.071842438168,45
"R0048",3.9685260457918,167.388459370483,94.3662110234979,29
"R0049",3.94586769351736,157.840779659827,104.011766915228,38
"R0050",3.82164407277014,119.863459537528,109.212913539364,47
"R0051",3.84055023069959,120.813152518872,92.7676058301603,52
"R0052",3.91077605099417,140.373800006366,91.2816610441595,43
"R0053",3.64336430071853,88.7169492808769,92.3502347794778,34
"R0054",3.56481188978069,99.4092842468878,98.8003245714323,43
"R0055",3.72833771863952,112.453403563541,99.1663403625505,37
"R0056",3.54793768294621,91.3294733609445,95.6064755941698,46
"R0057",3.61119739909191,82.9018448139119,85.5397291090013,33
"R0058",3.88551287748851,116.735445568975,123.366233169423,37
"R0059",3.68456156807952,90.4195115046313,98.5205613449288,42
"R0060",3.70216363924555,99.6692440701999,101.947478858369,36
"R0061",3.52279830223415,111.778336277646,104.333452005001,41
"R0062",3.73194975988008,79.4097700787017,107.149746321903,34
"R0063",3.51078414870426,92.8199417288945,105.212823381064,34
"R0064",3.81277477962431,95.8862138634694,102.496576560403,46
"R0065",3.9220633644145,148.527326022856,105.497087413196,37
"R0066",3.96688141173217,147.76359056608,122.09227162812,49
"R0067",3.97578327788506,163.475200708446,115.278179130006,43
"R0068",3.70498401741497,85.552177510871,99.5141438142424,45
"R0069",3.98800610122271,155.35552701926,111.353856075315,56
"R0070",3.64553012757096,92.845368420727,104.371407000277,29
"R0071",3.66672976512928,86.4854567295428,100.403161147512,30
"R0072",3.60296657786239,93.1459178592039,100.474902943863,35
"R0073",3.70830596855376,109.25405563442,85.3261776373662,20
"R0074",3.75532165321056,96.1923329250293,103.762425848088,38
"R0075",3.69030848145485,101.671796681019,97.0875855236848,40
"R0076",3.58693918690551,95.9688999332001,109.666215506696,51
"R0077",3.55819540296216,78.8465075627334,99.1176329779009,43
"R0078",3.998766355915,147.629076647635,104.213694620247,43
"R0079",3.82058210019022,108.497915132781,104.290004679525,33
"R0080",3.65637143654749,101.345617472079,94.4736673280814,33
"R0081",3.81830143555999,116.550720198896,111.443767891905,54
"R0082",3.61645192105789,87.0985523108298,102.486392587445,54
"R0083",3.6156142083928,101.037561224107,113.907363514991,32
"R0084",3.70948927849531,92.9723140189105,119.149431476147,46
"R0085",3.84808707644697,116.39793232613,112.753160815218,43
"R0086",3.78162064461503,101.034887126502,101.825811262855,62
"R0087",3.7302062313538,111.909128444447,110.287354482421,48
"R0088",3.79148887831252,108.663627811371,91.6789054392568,37
"R0089",3.66002084035426,99.2361999184745,101.190422113257,31
"R0090",3.84952371951658,132.427923219663,107.910899225835,45
"R0091",3.84455971978605,118.656077517894,116.586851699619,36
"R0092",3.8285006597871,118.747740860961,103.246566161392,46
"R0093",3.63807238521986,108.598255325712,107.288290877936,34
"R0094",3.95683699718211,157.773106034498,118.058490056366,42
"R0095",3.52330393984448,100.324026443456,100.352766083044,24
"R0096",3.84756327478681,122.76947981133,99.0052567863965,35
"R0097",3.52148648607545,94.130563253332,87.4939593311893,27
"R0098",3.53118143870961,91.3420176988348,97.5261324025007,23
"R0099",3.98891211324371,166.320159005204,115.775676957928,40
"R0100",3.70068510237616,100.146066224687,89.1218798314851,38
"R0101",3.67340301675722,117.075861313192,107.483574870866,27
"R0102",3.54179808974732,97.375185604544,80.680295777685,49
"R0103",3.69216380023863,95.8050352989792,85.4660558640135,40
"R0104",3.88635268236976,107.531709478884,115.309683417714,35
"R0105",3.77940110524651,117.46442474019,100.189892451491,33
"R0106",3.88278715265915,138.973865674464,117.739455220592,51
"R0107",3.64476542943157,79.3440308968742,97.7173635691486,49
"R0108",3.52748265571427,94.6265698121404,88.5305071851098,22
"R0109",3.58322408865206,98.7362224556881,111.594756582399,39
"R0110",3.84550238505471,113.709100393212,94.0541157437473,45
"R0111",3.80437346629333,112.26085416906,100.716565540642,44
"R0112",3.8285761885345,123.72495318387,105.254132797123,58
"R0113",3.50246613204945,99.8399305361526,96.1647504003684,29
"R0114",3.57087815343402,90.2394631080751,88.4637601592522,46
"R0115",3.8885350569617,127.086221872655,102.26288002251,26
"R0116",3.952932458953,165.353247788039,102.403737484894,54
"R0117",3.5078837928595,107.453264935622,89.6425523839656,39
"R0118",3.81558983190916,122.8199657763,107.506709215407,35
"R0119",3.78110281960107,104.338066370609,102.963816597266,44
"R0120",3.94069194188341,152.885428520561,106.07446529211,50
"R0121",3.76987077272497,127.887962720586,91.7131345811928,48
"R0122",3.81478809146211,99.1802723592059,89.9515222707063,35
"R0123",3.63955943414476,93.6344755075777,88.9675042897543,59
"R0124",3.63062573538627,84.0716691795081,76.1176801706707,30
"R0125",3.80277326330543,120.590541266883,93.8833105841734,48
"R0126",3.89768136013299,129.127204431945,122.997857742895,33
"R0127",3.52328073093668,90.923816713034,98.7918289285261,36
"R0128",3.83592818293255,112.40116953402,103.621176081094,42
"R0129",3.51536950026639,89.8108371772388,101.509999863092,35
"R0130",3.75538402155507,120.738494941054,93.1475889535952,36
"R0131",3.84955382614862,142.746106216795,113.638440620996,33
"R0132",3.93536551587749,136.990778566036,98.3330757712914,37
"R0133",3.59065733768512,91.3559145977343,76.7508783615463,47
"R0134",3.68133361358196,90.8573554008722,95.3000165902776,31
"R0135",3.51927574793808,94.1890755463884,91.2092403147159,48
"R0136",3.85935911536217,107.184964982997,90.8011992732924,28
"R0137",3.66288422618527,98.5840069841659,106.191356110162,35
"R0138",3.7509407417383,96.1905076388493,99.5131136386305,33
"R0139",3.87627377046738,113.842303810035,117.736518614848,42
"R0140",3.67741769226268,91.011142972906,108.100579305595,40
"R0141",3.64689184597228,94.0360510515482,98.2476537477646,39
"R0142",3.57219092349987,96.2397544041875,107.672141620919,32
"R0143",3.67758678726386,89.1776274420828,93.6835993779026,40
"R0144",3.67068925849162,115.198871009721,97.8837459256627,31
"R0145",3.99449229089078,168.997859115835,114.195002576753,35
"R0146",3.77540627715643,94.2043321893544,96.0446815641762,39
"R0147",3.7965106634656,97.5411208240464,110.447316590973,50
"R0148",3.68015614745673,98.8843143889874,102.310466808777,33
"R0149",3.51024612877518,94.0254361940183,85.5110427772567,49
"R0150",3.99426261044573,164.870632174044,109.863589415403,23
"R0151",3.98233031877317,148.923422212616,115.984560306814,44
"R0152",3.75693003588822,109.452796898128,89.2806884735987,39
"R0153",3.70028864440974,92.002445900014,89.6268226887623,55
"R0154",3.52745771757327,86.3796976987347,103.76356491416,24
"R0155",3.60344849538524,101.035096031275,98.6980142017619,40
"R0156",3.77074507973157,121.278901458226,96.5572486612304,41
"R0157",3.89813199953642,128.618740443732,82.8327683288359,32
"R0158",3.77538204542361,110.956427843921,92.0158615481435,32
"R0159",3.5384545797715,91.9871795563086,81.4191660607059,41
"R0160",3.97511981031857,157.239010449031,97.7250524224356,49
"R0161",3.82365993666463,119.901717644006,117.61402574522,32
"R0162",3.6378498445265,95.004809288311,101.224594944903,34
"R0163",3.82296836783644,113.84690114624,103.679751238872,50
"R0164",3.62905988947023,91.9327155878465,85.7994698625687,38
"R0165",3.97789496881887,154.490796799014,115.293204092837,42
"R0166",3.73316559707746,102.058852966129,89.6714499657726,44
"R0167",3.89550855336711,140.193975016124,94.8430453836668,40
"R0168",3.56995526596438,68.0553277744941,104.084275608782,35
"R0169",3.96094486827496,173.495037082269,117.377220054654,59
"R0170",3.59692927310243,99.3627944696076,89.3367972070669,49
"R0171",3.64813798235264,108.919999715843,87.9968028477265,45
"R0172",3.65229787421413,103.247081283852,108.365015595454,50
"R0173",3.83998293627519,116.581666158037,101.412737991843,28
"R0174",3.64345876907464,90.7201011649507,86.6334821973268,24
"R0175",3.51062773587182,102.751747164187,90.4764193369761,45
"R0176",3.90476858697366,137.353349205576,98.7139381409098,44
"R0177",3.61246570921503,89.7173512483482,104.447467327187,43
"R0178",3.79614979971666,86.5409252386616,84.1641097630162,36
"R0179",3.80794793332461,117.66121112739,89.5248300504997,43
"R0180",3.91355667158496,142.876389900849,119.972010947162,39
"R0181",3.58527792722452,96.0984374848485,92.3464683724967,49
"R0182",3.50277774676215,98.9211350079668,93.6181994228824,33
"R0183",3.58609291224275,102.01070832677,96.9762380119853,29
